d_name,model_name,split_idx,n_splits,random_state,fit_time,test_size,bias,variance,error_test_mse,avg_test_auc,avg_test_aupr,avg_test_acc,avg_test_logloss,n_subsamples,subsample_ratio
bikeshare,ebm-bf-o50,2,5,1377,14.043523788452148,0.15,10482.376371610699,60.707034881732675,10543.083406492437,0.0,0.0,0.0,0.0,8,0.5
bikeshare,ebm-o50-i50,2,5,1377,60.09883522987366,0.15,10477.95633020515,84.70839624851024,10562.66472645366,0.0,0.0,0.0,0.0,8,0.5
bikeshare,flam,2,5,1377,76.65693902969359,0.15,10484.976255681024,116.88985196273457,10601.866107643757,0.0,0.0,0.0,0.0,8,0.5
bikeshare,ilr,2,5,1377,6.993251323699951,0.15,10481.575763229908,125.5132081983761,10607.088971428284,0.0,0.0,0.0,0.0,8,0.5
bikeshare,lr,2,5,1377,2.1405954360961914,0.15,20872.925185849865,15.132351418380306,20888.057537268243,0.0,0.0,0.0,0.0,8,0.5
bikeshare,mlr,2,5,1377,3.3580379486083984,0.15,11154.703206160193,60.99810048341171,11215.701306643601,0.0,0.0,0.0,0.0,8,0.5
bikeshare,rf-n1000,2,5,1377,347.28976607322693,0.15,1823.7228383627466,239.7528739258587,2063.4757122886053,0.0,0.0,0.0,0.0,8,0.5
bikeshare,spline-v2,2,5,1377,290.60376620292664,0.15,10511.272521944546,64.85035847308615,10576.122880417632,0.0,0.0,0.0,0.0,8,0.5
bikeshare,xgb-d1-o20-cv,2,5,1377,131.93135499954224,0.15,10458.996517591228,93.35736999999999,10552.353918105,0.0,0.0,0.0,0.0,8,0.5
bikeshare,xgb-d3,2,5,1377,8.960839509963991,0.15,2319.313197266743,1055.6683,3374.981478524119,0.0,0.0,0.0,0.0,8,0.5
bikeshare,xgb-d3-o20,2,5,1377,280.1968710422516,0.15,2076.7243562562235,240.86472,2317.5890886733896,0.0,0.0,0.0,0.0,8,0.5
bikeshare,ebm-bf-o50,3,5,1377,15.389379024505615,0.15,10018.697181491852,56.454437863878994,10075.15161935573,0.0,0.0,0.0,0.0,8,0.5
bikeshare,ebm-o50-i50,3,5,1377,43.890450239181526,0.15,9957.261451174987,84.37875104011383,10041.6402022151,0.0,0.0,0.0,0.0,8,0.5
bikeshare,flam,3,5,1377,38.8530502319336,0.15,10042.547770685858,127.3529595837364,10169.900730269592,0.0,0.0,0.0,0.0,8,0.5
bikeshare,ilr,3,5,1377,8.20152759552002,0.15,9925.91048564977,114.04758360380968,10039.958069253578,0.0,0.0,0.0,0.0,8,0.5
bikeshare,lr,3,5,1377,1.794710636138916,0.15,20381.72154440004,17.532067148638628,20399.253611548676,0.0,0.0,0.0,0.0,8,0.5
bikeshare,mlr,3,5,1377,3.352535486221313,0.15,10595.198890580012,48.382963403022636,10643.581853983032,0.0,0.0,0.0,0.0,8,0.5
bikeshare,rf-n1000,3,5,1377,339.4788386821747,0.15,1961.1087325584533,242.3745951253494,2203.4833276838026,0.0,0.0,0.0,0.0,8,0.5
bikeshare,spline-v2,3,5,1377,295.3771891593933,0.15,9972.049474291069,62.87049820180018,10034.919972492866,0.0,0.0,0.0,0.0,8,0.5
